OrderID,OrderDate,CustomerID,ProductID,StoreID,Quantity,UnitPrice,Discount,PaymentMethod,OrderStatus
ORD14234,2024-03-12,C0209,P034,ST002,1,3299,0,Mastercard,Completed
ORD11157,2024-03-18,C0010,P019,ST002,1,2299,0.1,Mada,Completed
ORD12844,2023-09-05,C0054,P026,ST003,1,6799,0.05,Mada,Completed
ORD10679,2024-04-14,C0310,P010,ST001,1,6999,0.1,Visa,Completed
ORD15156,2024-01-17,C0009,P009,ST001,1,4999,0,Mada,Completed
ORD11158,2023-06-04,C0335,P044,ST001,2,1099,0,Cash,Completed
ORD16760,2023-04-13,C0150,P013,ST004,1,4299,0,Mada,Completed
ORD14980,2024-03-25,C0247,P041,ST001,1,10999,0%,Mada,Completed
ORD12986,2023-11-18,C0491,P026,ST004,1,6799,0,Mastercard,Completed
ORD12027,2023-08-28,C0277,P022,ST003,1,1799,0.05,Mastercard,Completed
ORD11721,2024-09-24,C0226,P038,ST001,1,2199,0.05,Visa,Completed
ORD11053,2024-09-13,C0357,P042,ST002,1,11499,0,Mada,Completed
ORD11420,2024-04-01,C0410,P013,ST004,1,4299,0,Mada,Completed
ORD15174,2023-10-21,C0269,P048,ST003,1,89,0,Mada,Completed
ORD12453,2024-03-02,C0448,P004,ST001,1,4599,0,Mastercard,Completed
ORD13826,2023-09-09,C0043,P042,ST003,1,11499,0.05,Visa,Completed
ORD13784,2023-11-01,C0390,P004,ST004,1,4599,0,Mastercard,Returned
ORD13688,2024-03-09,C0496,P038,ST003,2,2199,0.05,Cash,Completed
ORD15864,2023-11-03,C0338,P030,ST002,1,6499,0.05,Mada,Completed
ORD14823,2024-11-27,C0386,P045,ST003,1,599,0.1,Apple Pay,Completed
ORD16752,2024-01-04,C0427,P018,ST001,1,999,0%,Cash,Completed
ORD17107,2023-02-26,C0481,P001,ST002,2,5999,0.15,Apple Pay,Completed
ORD11536,2024-03-28,C0392,P014,ST001,3,5499,0,Mada,Completed
ORD15971,2024-04-23,C0227,P018,ST001,3,999,0,Bank Transfer,Completed
ORD13277,2024-03-14,C0485,P017,ST003,2,1899,0.1,Mada,Completed
ORD16190,2024-01-28,C0277,P049,ST002,1,399,0,Visa,Completed
ORD16904,2024-03-18,C0326,P043,ST002,3,1899,0.05,Mada,Completed
ORD13248,2024-06-02,C0058,P003,ST002,1,3499,0.1,Mada,Completed
ORD14743,2024-04-04,C0114,P028,ST004,1,4299,0,Mada,Completed
ORD15563,2024-09-03,C0466,P014,ST003,3,5499,0,Mastercard,Completed
ORD11970,2024-03-02,C0498,P040,ST001,1,349,0%,Cash,Completed
ORD14183,2023-11-04,C0392,P006,ST002,1,3999,0.05,Cash,Completed
ORD11347,2023-01-01,C0356,P007,ST004,1,2999,0.15,Mada,Returned
ORD10523,2024-05-27,C0129,P038,ST002,3,2199,0.15,Mada,Completed
ORD14178,2023-06-30,C0198,P039,ST001,1,1499,0,Cash,Completed
ORD16526,2024-07-25,C0157,P025,ST004,2,2299,0.1,Mada,Completed
ORD12271,2024-04-21,C0125,P001,ST003,1,5999,0.1,Mada,Completed
ORD14203,2023-06-01,C0258,P045,ST003,1,599,0.1,Apple Pay,Completed
ORD13876,2023-12-07,C0273,P049,ST001,2,399,0.05,Mada,Completed
ORD12411,2023-08-19,C0250,P023,ST001,1,3699,0,Cash,Completed
ORD16028,2023-10-27,C0160,P029,ST001,1,4999,0.2,Mada,Completed
ORD13832,2023-07-19,C0035,P041,ST003,2,10999,0,Mada,Completed
ORD13862,18/03/2023,C0453,P030,ST002,2,6499,0, Mada  ,Completed
ORD14294,2024-08-11,C0152,P050,ST003,1,599,0,Apple Pay,Completed
ORD10282,2024-03-21,C0097,P029,ST002,1,4999,0.05,Mada,Completed
ORD15140,2023-03-01,C0056,P008,ST003,1,8999,0,Visa,Completed
ORD10245,2023-01-06,C0033,P031,ST003,3,2699,0,Visa,Completed
ORD16617,2023-01-18,C0322,P002,ST001,2,4299,0.15,Visa,Completed
ORD14409,2024-04-24,C0132,P006,ST001,1,3999,0.15,Mada,Completed
ORD10834,2024-07-26,C0329,P045,ST001,1,599,0,Visa,Completed
ORD15649,2023-03-12,C0159,P045,ST003,1,599,0,Bank Transfer,Completed
ORD11823,2024-03-07,C0277,P016,ST001,1,3699,0.1,Visa,Completed
ORD17149,2023-04-01,C0009,P012,ST001,3,7299,0,Visa,Completed
ORD15907,2023-10-31,C0340,P024,ST003,2,3999,0,Mastercard,Returned
ORD12838,2024-01-02,C0307,P008,ST002,1,8999,0,Apple Pay,Completed
ORD12477,2024-03-13,C0063,P037,ST003,1,2299,0%,Visa,Returned
ORD14307,2023-03-17,C0171,P001,ST003,2,5999,0.1,Visa,Completed
ORD16883,2024-11-23,C0195,P006,ST003,3,3999,0,Mada,Completed
ORD10530,2023-08-30,C0451,P011,ST003,3,2799,0.05,Mastercard,Completed
ORD15682,2024-03-22,C0294,P043,ST001,2,1899,0,Mastercard,Completed
ORD16490,2024-06-21,C0058,P003,ST004,1,3499,0,Visa,Completed
ORD16410,2024-11-05,C0486,P003,ST001,4,3499,0,Mada,Completed
ORD11049,2024-10-10,C0129,P036,ST003,1,599,0.05,Mastercard,Completed
ORD10524,2024-04-11,C0121,P048,ST003,1,89,0.05,Mada,Completed
ORD14981,2024-06-04,C0358,P031,ST001,1,2699,0,Mada,Completed
ORD14423,2023-11-12,C0154,P010,ST002,1,6999,0.1,Apple Pay,Completed
ORD11405,2023-02-19,C0294,P016,ST003,2,3699,0.1,Visa,Completed
ORD10097,2024-02-15,C0470,P042,ST002,1,11499,0,Mada,Completed
ORD15189,2023-12-10,C0204,P018,ST002,1,999,0,Apple Pay,Completed
ORD14214,2024-03-02,C0059,P001,ST001,1,5999,0,Visa,Completed
ORD11539,2023-09-04,C0330,P013,ST002,1,4299,0,Mada,Completed
ORD11765,29/03/2023,C0393,P031,ST003,1,2699,0.1,Mastercard,Completed
ORD16088,02/10/2023,C0380,P018,ST003,1,999,0,Apple Pay,Completed
ORD13090,2023-01-14,C0020,P029,ST001,1,4999,0, Mastercard  ,Completed
ORD11096,2024-09-11,C0010,P019,ST001,1,2299,0,Mastercard,Completed
ORD10748,2024-11-25,C0029,P028,ST002,1,4299,0,Bank Transfer,Completed
ORD10847,2024-09-26,C0161,P024,ST001,1,3999,0.05,Mastercard,Completed
ORD11107,2023-07-01,C0350,P022,ST001,2,1799,0.05,Visa,Completed
ORD13837,2023-06-28,C0402,P034,ST003,1,3299,0.2,Apple Pay,Completed
ORD16419,2024-04-08,C0364,P001,ST001,1,5999,0,Visa,Completed
ORD16564,2024-01-13,C0096,P006,ST003,2,3999,0.05,Mada,Completed
ORD14373,2024-05-12,C0298,P002,ST003,1,4299,0.1,Mada,Completed
ORD14927,2023-06-05,C0237,P040,ST002,1,349,0.15,Mada,Completed
ORD15787,2023-07-25,C0449,P018,ST001,2,999,0%,Mada,Completed
ORD16295,2024-05-07,C0159,P020,ST002,1,1499,0.1,Visa,Completed
ORD16502,2024-04-10,C0238,P047,ST001,1,119,0,Apple Pay,Completed
ORD14041,2023-06-01,C0141,P004,ST002,2,4599,0.15,Mada,Completed
ORD10320,2023-02-15,C0437,P044,ST001,1,1099,0.1,Cash,Completed
ORD14842,2024-01-09,C0322,P015,ST001,2,2899,0, Cash  ,Completed
ORD17246,2023-09-17,C0230,P044,ST001,1,1099,0.2,Apple Pay,Completed
ORD16882,2024-01-16,C0383,P008,ST002,1,8999,0,Mastercard,Completed
ORD10614,2024-04-06,C0073,P004,ST001,1,4599,0,Mada,Completed
ORD15955,2023-05-02,C0334,P021,ST002,3,849,0.1,Visa,Completed
ORD13158,2024-10-22,C0006,P047,ST001,1,119,0,Mada,Completed
ORD16663,2024-03-15,C0049,P036,ST003,1,599,0.1,Mastercard,Completed
ORD16811,2024-10-07,C0070,P021,ST002,3,849,0.1,Mada,Completed
ORD13930,2024-01-05,C0280,P030,ST001,2,6499,0,Mada,Completed
ORD15434,2024-06-20,C0158,P047,ST002,2,119,0,Mada,Completed
ORD11305,2023-08-28,C0403,P041,ST004,3,10999,0.2,Mada,Completed
ORD16340,2024-07-06,C0225,P031,ST001,3,2699,0.05,Mastercard,Completed
ORD11152,2024-02-25,C0263,P004,ST003,2,4599,0,Mastercard,Completed
ORD13875,2023-10-25,C0295,P007,ST001,1,2999,0,Bank Transfer,Completed
ORD14505,2023-06-09,C0389,P015,ST001,1,2899,0,Mastercard,Completed
ORD13102,2024-04-01,C0228,P012,ST002,1,7299,0,Mastercard,Completed
ORD11985,14/04/2024,C0304,P033,ST001,1,2699,0,Apple Pay,Completed
ORD14694,2023-10-02,C0387,P029,ST002,1,4999,0,Cash,Completed
ORD15004,2024-04-04,C0242,P046,ST001,1,1199,0.1,Mada,Completed
ORD15922,2024-02-12,C0239,P044,ST001,2,1099,0,Mada,Completed
ORD11348,2024-02-20,C0013,P041,ST001,1,10999,0.1,Mada,Completed
ORD10219,2023-12-06,C0056,P023,ST002,2,3699,0,Mastercard,Completed
ORD16075,2024-08-06,C0433,P029,ST001,1,4999,0,Apple Pay,Completed
ORD14858,2024-12-12,C0199,P044,ST003,2,1099,0,Visa,Completed
ORD16031,2024-09-22,C0220,P047,ST002,1,119,0.1,Mada,Completed
ORD12229,2023-07-21,C0006,P017,ST002,1,1899,0.1,Apple Pay,Completed
ORD16775,2023-05-12,C0499,P013,ST001,3,4299,0.1,Mada,Completed
ORD13328,2024-10-26,C0153,P026,ST003,1,6799,0,Visa,Completed
ORD14524,2023-03-21,C0199,P008,ST001,2,8999,0.05,Mada,Returned
ORD10355,2024-02-28,C0323,P040,ST003,1,349,0,Mada,Completed
ORD16257,2023-01-22,C0131,P001,ST001,1,5999,0.1,Visa,Completed
ORD10909,2024-08-12,C0359,P007,ST001,1,2999,0.1,Visa,Completed
ORD11709,2023-06-13,C0141,P049,ST002,1,399,0.05,Mada,Completed
ORD17018,2023-02-15,C0475,P032,ST004,1,2199,0.1,Mada,Completed
ORD12270,2024-03-08,C0137,P016,ST002,1,3699,0,Visa,Completed
ORD16586,2024-07-16,C0045,P049,ST001,2,399,0.15,Mada,Completed
ORD16988,2023-02-21,C0174,P003,ST003,1,3499,0,Mada,Completed
ORD12018,2024-09-09,C0100,P032,ST001,1,2199,0,Mada,Completed
ORD16723,2024-06-02,C0072,P001,ST002,1,5999,0,Visa,Completed
ORD16300,2024-04-02,C0431,P001,ST002,1,5999,0,Apple Pay,Completed
ORD13807,2024-04-13,C0185,P025,ST002,1,2299,0.1,Visa,Completed
ORD16550,2024-01-27,C0221,P044,ST001,1,1099,0,Mastercard,Completed
ORD16232,2023-10-28,C0045,P012,ST001,1,7299,0,Mada,Completed
ORD14310,2024-06-23,C0381,P007,ST002,1,2999,0,Mada,Completed
ORD13348,2023-09-15,C0053,P012,ST002,4,7299,0,Visa,Completed
ORD12060,2024-04-26,C0208,P033,ST003,1,2699,0,Visa,Completed
ORD11767,2023-01-18,C0143,P012,ST003,1,7299,0.1,Bank Transfer,Completed
ORD11006,2024-03-12,C0065,P037,ST001,1,2299,0,Mada,Completed
ORD16919,2023-06-27,C0148,P024,ST003,1,3999,0.05,Mada,Completed
ORD13567,2023-01-04,C0285,P018,ST001,2,999,0,Visa,Completed
ORD12965,2024-04-06,C0252,P026,ST003,1,6799,0,Mada,Returned
ORD14865,2024-12-13,C0274,P013,ST003,1,4299,0.15,Apple Pay,Completed
ORD12079,2023-07-05,C0468,P049,ST002,1,399,0.15,Cash,Completed
ORD13335,04/02/2024,C0485,P047,ST002,1,119,0,Mada,Completed
ORD10390,2024-03-03,C0332,P043,ST004,1,1899,0,Cash,Completed
ORD16384,2024-06-16,C0279,P041,ST001,1,10999,0.1,Mada,Completed
ORD14462,2023-03-22,C0113,P028,ST001,1,4299,0.15,Mastercard,Completed
ORD12476,2023-06-20,C0418,P007,ST003,1,2999,0.05,Mastercard,Completed
ORD13027,2023-04-17,C0119,P022,ST004,3,1799,0.05,Mastercard,Completed
ORD10975,2023-08-10,c0374,P040,ST001,1,349,0,Cash,Completed
ORD14830,2024-03-25,C0349,P026,ST001,1,6799,0,Mada,Returned
ORD11685,2023-08-30,C0359,P005,ST004,2,1599,0,Mastercard,Completed
ORD16620,2024-02-28,C0467,P003,ST004,2,3499,0,Apple Pay,Completed
ORD16146,2023-07-17,C0469,P016,ST001,2,3699,0,Visa,Completed
ORD14496,2023-06-07,C0293,P010,ST003,2,6999,0,Mastercard,Completed
ORD11805,2024-02-20,C0138,P015,ST002,1,2899,0.15,Mada,Completed
ORD11769,2024-02-04,C0190,P001,ST001,3,5999,0,Mada,Completed
ORD10323,2023-05-25,C0023,P025,ST003,1,2299,0.05,Mada,Completed
ORD10499,2024-03-27,C0310,P044,ST001,1,1099,0,Mada,Completed
ORD10382,2023-06-27,C0304,P046,ST001,1,1199,0,Mada,Completed
ORD12075,2024-04-19,C0200,P033,ST001,1,2699,0,Mada,Completed
ORD17014,2023-11-05,C0491,P025,ST003,1,2299,0,Visa,Completed
ORD10377,2024-04-26,C0094,P040,ST001,1,349,0,Mastercard,Completed
ORD11759,2023-09-01,C0256,P008,ST001,4,8999,0.05,Apple Pay,Completed
ORD16500,2023-07-09,C0224,P006,ST002,1,3999,0,Cash,Completed
ORD10327,2024-06-26,C0181,P048,ST002,1,89,0,Mada,Completed
ORD16780,2024-03-22,C0073,P043,ST001,1,1899,0,Mada,Completed
ORD13493,11/08/2024,C0230,P046,ST002,1,1199,0,Mada,Completed
ORD14355,2024-05-01,C0134,P049,ST002,1,399,0,Mastercard,Completed
ORD10579,2023-02-18,C0424,P017,ST002,1,1899,0,Visa,Completed
ORD12558,2024-03-16,C0493,P018,ST001,1,999,0,Mada,Completed
ORD13869,2023-11-23,C0309,P044,ST002,1,1099,0.05,Cash,Completed
ORD14964,2023-04-09,C0083,P039,ST002,1,1499,0.05,Mada,Completed
ORD16483,2023-12-09,C0229,P041,ST003,3,10999,0,Visa,Completed
ORD10254,2024-11-24,C0427,P023,ST002,1,3699,0,Mada,Completed
ORD14175,2024-01-13,C0112,P016,ST002,2,3699,0.05,Cash,Completed
ORD10540,2023-09-30,C0111,P009,ST002,1,4999,0,Mada,Cancelled
ORD13751,2024-04-10,C0120,P011,ST001,1,2799,0,Mada,Completed
ORD14291,2024-11-11,C0480,P001,ST001,1,5999,0.2,Mada,Completed
ORD16053,2024-12-24,C0259,P046,ST003,1,1199,0,Bank Transfer,Completed
ORD15599,2024-10-05,C0011,P024,ST003,1,3999,0,Apple Pay,Completed
ORD16517,2023-03-11,C0416,P020,ST004,1,1499,0.1,Cash,Completed
ORD13735,2024-04-10,C0432,P011,ST001,1,2799,0,Cash,Completed
ORD11349,2023-08-01,C0061,P005,ST003,1,1599,0,Visa,Completed
ORD11327,2023-07-29,C0103,P007,ST001,1,2999,0.1,Cash,Completed
ORD14846,2024-03-01,C0488,P003,ST003,1,3499,0,Mada,Completed
ORD15316,2024-03-18,C0136,P038,ST001,2,2199,0.05, Visa  ,Completed
ORD16209,2024-06-22,C0185,P050,ST002,4,599,0,Visa,Completed
ORD15868,2024-05-07,C0108,P011,ST003,1,2799,0%,Mada,Completed
ORD13662,2024-04-27,C0230,P013,ST001,2,4299,0,Mastercard,Completed
ORD17066,2024-03-30,C0411,P036,ST003,1,599,5%,Mada,Completed
ORD13044,2023-10-14,C0374,P043,ST001,1,1899,0.05,Cash,Completed
ORD10866,2023-08-17,C0064,P008,ST002,1,8999,0,Cash,Completed
ORD11697,2024-08-24,C0037,P033,ST004,1,2699,0.1,Apple Pay,Returned
ORD17082,2024-01-29,C0305,P040,ST003,4,349,0,Mada,Completed
ORD13638,2024-04-16,C0414,P007,ST001,1,2999,0.2,Mada,Completed
ORD16506,2024-07-05,C0069,P050,ST002,3,599,0.1,Visa,Completed
ORD17078,2023-01-29,C0261,P011,ST002,1,2799,0.05,Visa,Completed
ORD12541,2023-07-08,C0431,P028,ST002,1,4299,0,Cash,Completed
ORD14369,2024-04-01,C0331,P027,ST002,1,3499,0,Mastercard,Completed
ORD13436,2024-11-05,C0014,P031,ST001,1,2699,0.05,Mastercard,Completed
ORD10812,2023-01-13,C0426,P002,ST002,1,4299,0,Mada,Completed
ORD10926,2024-08-22,C0416,P003,ST001,1,3499,0,Visa,Completed
ORD13859,2024-11-04,C0141,P007,ST004,4,2999,0.15,Mada,Completed
ORD16841,2024-04-04,C0472,P020,ST003,1,1499,0.1,Mastercard,Completed
ORD13570,2023-05-18,C0332,P007,ST002,1,2999,0,Cash,Completed
ORD11833,2023-04-07,C0174,P046,ST002,1,1199,0.2,Visa,Completed
ORD10444,2024-03-03,C0218,P031,ST001,1,2699,0,Visa,Completed
ORD10625,2024-03-22,C0391,P036,ST001,2,599,0.05,Mada,Completed
ORD11011,2024-08-23,C0249,P044,ST004,1,1099,0,Cash,Completed
ORD11750,2023-12-05,C0359,P001,ST003,1,5999,0.15,Cash,Completed
ORD15718,2024-03-04,C0161,P011,ST001,4,2799,0,Mada,Completed
ORD14125,2024-03-16,C0077,P050,ST003,1,599,0,Cash,Completed
ORD17181,2023-01-28,C0486,P008,ST001,1,8999,0.05,Visa,Completed
ORD11993,2024-09-14,c0430,P008,ST003,1,8999,0,Apple Pay,Completed
ORD15374,13/11/2023,C0306,P044,ST001,1,1099,0,Mastercard,Completed
ORD10040,2024-03-26,C0347,P002,ST003,2,4299,0.05,Apple Pay,Completed
ORD11976,2024-07-20,C0393,P040,ST004,1,349,0.1,Mada,Completed
ORD12303,2024-09-26,C0025,P039,ST002,1,1499,0.15,Apple Pay,Completed
ORD14608,2023-12-02,C0275,P034,ST003,3,3299,0,Visa,Completed
ORD12742,2023-09-01,C0196,P007,ST002,3,2999,0.05,Mastercard,Completed
ORD16866,2023-02-02,C0108,P007,ST001,1,2999,0,Mastercard,Completed
ORD16084,2024-01-20,C0227,P022,ST002,2,1799,0,Mada,Completed
ORD15571,2024-04-28,C0392,P014,ST002,1,5499,0,Visa,Completed
ORD13344,2024-03-29,C0271,P048,ST003,1,89,0,Visa,Completed
ORD15697,2024-04-07,C0027,P039,ST001,1,1499,0,Mastercard,Completed
ORD14860,2023-01-18,C0408,P042,ST002,3,11499,0.05,Mada,Completed
ORD13818,2024-11-27,C0381,P027,ST001,1,3499,0.1,Cash,Completed
ORD15057,2023-07-23,C0062,P025,ST002,1,2299,0,Mada,Cancelled
ORD15260,2023-12-05,C0482,P049,ST001,1,399,0,Mastercard,Completed
ORD10774,2024-03-10,C0347,P009,ST004,1,4999,0,Mastercard,Completed
ORD12085,2024-02-28,C0238,P033,ST002,1,2699,0,Mada,Completed
ORD12448,2024-01-18,C0125,P047,ST001,1,119,0,Mada,Completed
ORD13009,2024-06-16,C0104,P025,ST001,1,2299,0,Cash,Completed
ORD12919,2024-08-12,C0180,P029,ST001,1,4999,0.05,Visa,Completed
ORD13413,2023-06-07,c0264,P030,ST001,1,6499,0.15,Apple Pay,Completed
ORD15136,2023-02-08,C0371,P023,ST002,1,3699,0.05,Bank Transfer,Completed
ORD14103,2023-01-05,C0334,P012,ST003,1,7299,0.05,Apple Pay,Completed
ORD13484,2023-04-18,C0097,P011,ST001,1,2799,0.1,Apple Pay,Completed
ORD14143,2024-03-06,C0221,P048,ST004,1,89,0.1,Cash,Completed
ORD10503,2024-11-06,C0200,P032,ST003,1,2199,0,Mada,Completed
ORD15225,2024-05-15,C0095,P046,ST001,1,1199,0,Mada,Completed
ORD10332,2023-05-29,c0486,P011,ST002,1,2799,0,Mada,Completed
ORD14405,2024-09-17,C0008,P038,ST002,1,2199,0.15,Visa,Completed
ORD13864,2023-11-27,c0302,P004,ST003,1,4599,0,Mada,Completed
ORD12944,2024-11-28,C0029,P004,ST001,1,4599,0.05,Apple Pay,Completed
ORD10665,2023-10-11,C0171,P005,ST001,1,1599,0,Mada,Completed
ORD13915,2024-06-23,C0334,P013,ST002,1,4299,0,Mada,Completed
ORD14767,2024-04-25,C0328,P036,ST001,1,599,0,Visa,Completed
ORD12053,2023-04-15,C0297,P018,ST001,1,999,0,Mada,Completed
ORD15085,2024-10-04,C0103,P003,ST002,1,3499,0,Apple Pay,Completed
ORD10021,2023-10-07,C0222,P015,ST002,1,2899,0.15,Mastercard,Completed
ORD14320,2023-04-17,C0110,P008,ST003,1,8999,0,Apple Pay,Completed
ORD12059,2023-02-05,C0034,P038,ST004,1,2199,0,Mada,Completed
ORD12321,10/08/2023,C0202,P004,ST002,1,4599,0.1,Visa,Completed
ORD12712,2023-07-02,C0211,P007,ST003,1,2999,0,Apple Pay,Completed
ORD12530,2023-01-10,C0090,P016,ST003,1,3699,0.15,Visa,Completed
ORD14086,2023-06-15,C0157,P043,ST002,2,1899,0.05,Apple Pay,Completed
ORD11660,2024-09-24,C0271,P047,ST002,1,119,0.05,Apple Pay,Completed
ORD11066,2023-08-01,C0047,P036,ST004,2,599,0.1,Mada,Completed
ORD14582,2024-01-30,C0100,P033,ST001,1,2699,0,Cash,Completed
ORD11941,2024-10-13,C0480,P007,ST001,1,2999,0.1,Apple Pay,Completed
ORD13609,2023-04-26,C0493,P049,ST001,1,399,0.1,Cash,Completed
ORD15893,2024-03-13,C0341,P006,ST003,2,3999,0,Mada,Completed
ORD15650,2023-06-10,C0066,P012,ST004,1,7299,0,Mastercard,Completed
ORD10394,2023-02-08,C0041,P008,ST003,1,8999,0.15,Cash,Completed
ORD11130,2024-07-19,C0463,P047,ST003,2,119,0,Mada,Completed
ORD13970,2023-10-11,C0205,P027,ST002,1,3499,0,Visa,Completed
ORD12319,2023-05-16,C0473,P021,ST001,1,849,0,Mada,Completed
ORD11241,2023-11-18,C0181,P004,ST002,3,4599,0,Mada,Returned
ORD15454,2023-05-04,C0425,P003,ST002,1,3499,0.05, Mada  ,Completed
ORD16495,2024-05-18,C0085,P038,ST003,1,2199,0,Mada,Completed
ORD10946,2024-10-22,C0398,P012,ST002,1,7299,0.15,Mada,Completed
ORD14039,2024-11-06,C0457,P007,ST002,3,2999,0.05,Apple Pay,Completed
ORD17193,2024-04-17,C0465,P015,ST001,1,2899,0,Mastercard,Completed
ORD17052,2023-04-13,C0300,P034,ST003,1,3299,0.05,Apple Pay,Completed
ORD13245,2024-11-17,C0227,P047,ST004,2,119,0,Mada,Returned
ORD12576,2024-03-05,C0289,P024,ST001,2,3999,0,Visa,Completed
ORD14430,2023-10-21,C0246,P020,ST002,1,1499,0,Mastercard,Completed
ORD10031,2023-11-30,C0103,P026,ST003,1,6799,0.15,Visa,Completed
ORD12900,2024-03-24,C0279,P036,ST003,1,599,0,Visa,Completed
ORD15139,2024-03-22,C0289,P049,ST004,1,399,0.05,Mada,Completed
ORD11667,2024-07-16,C0434,P020,ST002,2,1499,0,Apple Pay,Completed
ORD15895,2024-04-30,C0406,P018,ST001,1,999,0,Cash,Completed
ORD12142,2023-05-19,C0201,P012,ST002,1,7299,0.1,Cash,Completed
ORD16903,2024-06-12,C0416,P041,ST002,1,10999,0,Apple Pay,Completed
ORD16838,2024-08-04,C0125,P037,ST002,1,2299,0.15,Mada,Completed
ORD12510,2024-04-14,C0446,P033,ST001,1,2699,0,Mada,Completed
ORD11375,2024-04-03,C0033,P022,ST003,1,1799,0.05,Mada,Completed
ORD12014,2024-04-04,C0044,P033,ST002,1,2699,0,Mada,Completed
ORD11451,2023-08-17,C0343,P042,ST001,2,11499,0.1,Mada,Completed
ORD14956,2023-04-16,C0178,P022,ST001,1,1799,0.1,Visa,Completed
ORD10854,2023-10-04,C0153,P010,ST001,1,6999,0,Visa,Completed
ORD12597,2024-03-01,C0073,P006,ST002,1,3999,0,Mada,Completed
ORD13564,25/04/2024,c0094,P028,ST002,,4299,0.15,Mastercard,Completed
ORD11254,2023-12-16,C0330,P012,ST001,1,7299,0,Visa,Completed
ORD10568,2024-03-07,C0014,P002,ST001,1,4299,0,Mastercard,Completed
ORD13326,2023-03-24,C0388,P011,ST001,1,2799,0,Mastercard,Completed
ORD16118,2023-02-08,C0401,P048,ST002,1,89,0.15,Mada,Completed
ORD13831,2024-04-06,C0187,P041,ST001,1,10999,0,Mada,Completed
ORD12197,2023-04-11,C0247,P029,ST001,1,4999,0,Cash,Completed
ORD13803,2023-12-05,C0337,P027,ST002,1,3499,0,Visa,Completed
ORD11920,2024-04-28,C0022,P050,ST001,1,599,0,Mastercard,Completed
ORD16589,03/07/2023,C0384,P005,ST004,1,1599,0.15,Mada,Completed
ORD17065,2024-02-25,C0199,P041,ST002,1,10999,0.2,Mada,Completed
ORD12767,2024-05-03,C0064,P004,ST003,1,4599,0,Mada,Completed
ORD10120,2024-04-07,C0374,P027,ST004,1,3499,0.05,Mastercard,Completed
ORD16548,2024-01-15,C0413,P041,ST002,1,10999,0.05,Mada,Returned
ORD16011,2023-04-16,C0213,P030,ST004,1,6499,0.1,Apple Pay,Completed
ORD15009,2024-09-16,C0121,P021,ST002,2,849,0,Mada,Completed
ORD13543,2024-04-09,C0028,P027,ST001,1,3499,0,Visa,Completed
ORD11275,2024-04-16,C0419,P011,ST002,2,2799,0,Visa,Completed
ORD16557,2023-05-04,C0248,P010,ST002,1,6999,0.15,Mada,Completed
ORD12496,2024-06-30,C0357,P021,ST002,1,849,0,Apple Pay,Completed
ORD10520,2023-07-26,c0282,P017,ST001,2,1899,0,Apple Pay,Completed
ORD10084,2023-07-03,C0239,P003,ST002,3,3499,0,Cash,Completed
ORD12611,2024-02-22,C0171,P034,ST001,1,3299,0,Apple Pay,Completed
ORD15179,2024-04-16,C0427,P031,ST003,2,2699,0.05,Mastercard,Completed
ORD15088,2023-03-29,C0358,P032,ST002,1,2199,0,Mada,Completed
ORD16359,2023-07-29,C0175,P023,ST002,1,3699,0.1,Mada,Completed
ORD11277,2024-03-20,C0479,P026,ST001,3,6799,0,Mastercard,Completed
ORD16530,2024-03-25,C0498,P027,ST003,1,3499,0.1,Apple Pay,Completed
ORD16577,2023-04-28,C0177,P023,ST001,1,3699,0,Mada,Completed
ORD12268,2023-07-08,C0461,P034,ST001,1,3299,0.1,Mada,Completed
ORD10271,2024-10-22,C0231,P024,ST003,1,3999,0,Mada,Completed
ORD13721,2023-06-10,C0178,P038,ST001,2,2199,0.2,Mastercard,Completed
ORD13748,2023-11-13,C0373,P025,ST001,1,2299,0,Apple Pay,Completed
ORD10400,2023-05-16,c0090,P017,ST001,1,1899,0,Cash,Completed
ORD11319,2023-12-18,C0405,P035,ST002,1,849,0,Mada,Completed
ORD10783,2023-12-29,C0021,P046,ST001,1,1199,0,Visa,Completed
ORD15435,2024-06-06,C0023,P032,ST002,3,2199,0.05,Apple Pay,Completed
ORD15978,2024-01-11,C0059,P015,ST002,3,2899,0.05,Visa,Completed
ORD13323,2024-09-27,C0323,P002,ST002,1,4299,0.05,Mada,Completed
ORD13679,2024-03-06,C0030,P039,ST002,1,1499,0.1,Mada,Completed
ORD11792,2024-05-31,C0416,P046,ST001,1,1199,0,Cash,Completed
ORD14984,2024-01-11,C0196,P024,ST002,1,3999,0.05,Mastercard,Completed
ORD16987,2023-05-22,C0026,P033,ST002,1,2699,0,Mada,Returned
ORD16804,2023-08-23,C0013,P033,ST001,1,2699,0.1,Mada,Completed
ORD13393,2023-02-01,c0465,P032,ST002,1,2199,0,Mada,Completed
ORD14311,2024-08-18,C0341,P029,ST001,1,4999,0,Mada,Completed
ORD16149,2023-07-07,C0320,P033,ST001,1,2699,0, Mada  ,Completed
ORD13544,2024-04-29,C0456,P047,ST001,1,119,0,Apple Pay,Returned
ORD10206,2024-12-20,C0236,P005,ST002,1,1599,0,Mada,Completed
ORD12937,2023-11-30,C0339,P014,ST004,3,5499,0.1,Apple Pay,Completed
ORD11454,2023-11-10,C0339,P032,ST003,4,2199,0,Cash,Completed
ORD15986,2024-08-05,C0257,P043,ST001,1,1899,0.05,Mastercard,Completed
